NO,등록번호,제호,기관명,종별,간별,발행인,편집인,인쇄소,유형,보급지역,상세지역,법인명,등록일,발행소명,발행소 우편번호,발행소 주소,발행소 전화번호
23779,아55321,덴탈프레스,서울특별시,인터넷신문,인터넷신문,박종운,양정강,,개인,전국,,,2024-02-28,박종운(덴탈프레스),07547,"서울 강서구 양천로 583, B동 710호 (염창동, 우림블루나인비즈니스센터)",010-****-7582
23778,아00491,포인트 저널,대전광역시,인터넷신문,인터넷신문,남충우,이주형,,법인,전국,,(주)엔웍스,2024-02-28,(주)엔웍스,35273,"대전 서구 갈마중로30번길 67, 2층 (갈마동, 엔웍스)",042-362-8088
23777,아55319,데일리브리프,서울특별시,인터넷신문,인터넷신문,전중연,전중연,,법인,전국,,(주)데일리브리프,2024-02-27,(주)데일리브리프,03927,"서울 마포구 월드컵북로48길 29-5, 502호 (상암동, 빅스톤빌딩)",02-2060-5781
23776,아55318,장독대뉴스,서울특별시,인터넷신문,인터넷신문,홍순언,김나영,,법인,전국,,에그피알 주식회사,2024-02-27,에그피알 주식회사,04516,"서울 중구 정동길 12-11, 5층 (정동, 카리스타워)",02-318-8317
23775,아01785,지오버 청라뉴스,인천광역시,인터넷신문,인터넷신문,박지용,박지용,,법인,전국,,주식회사 지오버,2024-02-27,주식회사 지오버,22758,"인천 서구 청라한내로 90, 10층 1006호(청라동, 엠케이뷰)",010-****-2550
23774,아00340,미디어 날,충청북도,인터넷신문,인터넷신문,이재표,박소영,,단체,지역,,,2024-02-27,저널리즘센터 미디어 날,28376,"충북 청주시 흥덕구 가로수로1154번길 21-4 (강서동), 2층",043-237-2788
23773,아00339,충북교육뉴스,충청북도,인터넷신문,인터넷신문,이은자,이은자,,법인,지역,,(주)청주드론교육원,2024-02-27,(주)청주드론교육원,28354,"충북 청주시 청원구 2순환로 466 (사천동), 2층",043-215-2150
23772,아55320,대한스포츠뉴스,서울특별시,인터넷신문,인터넷신문,윤운현,윤운현,,개인,전국,,,2024-02-27,윤운현(센트리얼필라테스 전농 뉴스),02532,"서울 동대문구 사가정로 148, 스포츠센터 141동 5층 (전농동, 전농 SK아파트)",010-****-3145
23771,아53979,ECO21뉴스,경기도,인터넷신문,인터넷신문,이남수,이남수,,개인,전국,,,2024-02-27,이남수(ECO21),15011,"경기 시흥시 배곧3로 86 (배곧동, 센터프라자2), 707호",031-498-4111
23770,가00007,왓어바웃매거진,김포,전자간행물,일간,박수진,박수진,,개인,전국,,,2024-02-27,박수진,10081,"경기 김포시 김포한강2로 362 (장기동, 청송마을중흥에스-클래스) 616동 201호",010-****-6027
23769,바00014,Level B,화성,잡지,계간,김선,김선,한국학술정보(주),개인,전국,,,2024-02-26,김선,18273,경기 화성시 남양읍 남양중앙로 419 (남양리) 2004동 1009호,010-****-1102
23768,바00013,Bug,화성,잡지,계간,김선,김선,한국학술정보(주),개인,전국,,,2024-02-26,김선,18273,경기 화성시 남양읍 남양중앙로 419 (남양리) 2004동 1009호,010-****-1102
23767,마00003,H-44,화성,잡지,격월간,김선,김선,한국학술정보(주),개인,전국,,,2024-02-26,김선,18273,경기 화성시 남양읍 남양중앙로 419 (남양리) 2004동 1009호,010-****-1102
23766,아00551,탑포커스,충청남도,인터넷신문,인터넷신문,윤광희,윤광희,,단체,전국,,,2024-02-26,탑포커스,31137,"충남 천안시 서북구 백석로 279 (성정동, 창현빌딩) 3층",070-4323-3704
23765,아00550,충남신문,충청남도,인터넷신문,인터넷신문,윤광희,윤광희,,법인,전국,,주식회사 충남신문,2024-02-26,주식회사 충남신문,331976,"충청남도 천안시 서북구  백석로 279,3층(성정동)",041-554-1177
23764,아55314,창업메카,서울특별시,인터넷신문,인터넷신문,이성규,이성규,,개인,전국,,,2024-02-26,이성규(창업메카),06153,"서울 강남구 봉은사로 420, 410호 (삼성동, 학산빌딩)",02-569-9800
23763,아55317,스브스프리미엄,서울특별시,인터넷신문,인터넷신문,방문신,최희진,,법인,전국,,(주)에스비에스,2024-02-26,(주)에스비에스,07996,서울 양천구 목동서로 161 (목동),02-2061-0006
23762,아55316,서울강남 커뮤니티,서울특별시,인터넷신문,인터넷신문,유민주,유민주,,개인,전국,,,2024-02-26,유민주(서울강남 커뮤니티),08543,"서울 금천구 독산로85길 36, 705호 (독산동, 독산 오르페움타워)",070-9139-9987
23761,아55315,피앤피에이전시 매거진,서울특별시,인터넷신문,인터넷신문,박세환,박세환,,개인,전국,,,2024-02-26,박세환(피앤피에이전시 매거진),06762,"서울 서초구 바우뫼로7길 8, 801호 (우면동, 우면종합상가)",010-****-0200
23760,사00022,디지털 이노베이터,강서,전자간행물,연2회간,김동민,김동민,,개인,전국,,,2024-02-26,김동민,07776,"서울 강서구 강서로7길 70 1108호 (화곡동, 삼성다빈치)",010-****-8701
23759,마00001,평창군 도시재생 소식지(ECO평창),평창,전자간행물,격월간,김다희,김다희,,법인,전국,,(주)스테어웨이오브,2024-02-26,(주)스테어웨이오브,25314,"강원특별자치도 평창군 용평면 경강로 2224-10 (이목정리), 제가동호 1층",010-****-6810
23758,아55313,스타뉴스투데이,서울특별시,인터넷신문,인터넷신문,박현철,박현철,,개인,전국,,,2024-02-23,박현철(스타뉴스투데이),04300,"서울 용산구 만리재로 202, 1403호 (서계동, 서울역풍림아이원플러스)",0507-1333-5302
23757,아55312,희망아이,서울특별시,인터넷신문,인터넷신문,진은희,정남주,,법인,지역,,주식회사 희망아이,2024-02-23,주식회사 희망아이,03715,"서울 서대문구 수색로 43, 2층 (남가좌동, 가좌행복주택 복합커뮤니티센터)",02-6080-1736
23756,아55311,에프엠뉴스(FMNEWS),서울특별시,인터넷신문,인터넷신문,감일근,최윤미,,법인,전국,,주식회사 에프엠뉴스,2024-02-23,주식회사 에프엠뉴스,04550,"서울 중구 수표로 48-12, 203호 (을지로3가)",010-****-2299
23755,아00773,경주저널,경상북도,인터넷신문,인터넷신문,김치억,김치억,,개인,전국,,,2024-02-23,경주저널(김치억),38135,"경북 경주시 북문로55번길 15 (성건동), 수정빌 302호",010-****-7266
23754,아53975,와뉴스,경기도,인터넷신문,인터넷신문,김정태,김정태,,법인,전국,,주식회사 와컴퍼니(수원지점),2024-02-23,주식회사 와컴퍼니(수원지점),16490,"경기 수원시 팔달구 권광로175번길 83 (인계동, 리치빌1차), 3층",02-6959-7755
23753,아53976,머바르니뉴스,경기도,인터넷신문,인터넷신문,조현진,조현진,,법인,전국,,주식회사 머바르니,2024-02-23,주식회사 머바르니,16898,"경기 용인시 기흥구 죽전로 29 (보정동, 포레스트프라자), 703호",-1660-4711
23752,아53977,부천인신문,경기도,인터넷신문,인터넷신문,박근양,박근양,,법인,전국,,주식회사 아름다운하모니,2024-02-23,주식회사 아름다운하모니,14501,"경기 부천시 오정구 삼작로 22 (삼정동, 부천테크노파크), 100동 304호",010-****-9286
23751,바00086,Democosmetic Update,송파,정보간행물,계간,이정석,박상준,고대닷컴,법인,전국,,,2024-02-23,(주)메디칼타임즈,05854,"서울특별시 송파구 법원로 128 , 에이413호(문정동, 문정에스케이브이원지엘메트로시티)",02-3473-9150
23750,아55310,라이프 고척뉴스,서울특별시,인터넷신문,인터넷신문,백소담,백소담,,개인,전국,,,2024-02-22,백소담(라이프 고척뉴스),08218,"서울 구로구 중앙로 100, 301~302호 (고척동, 연세사랑모아여성병원)",02-2066-7737
23749,아55309,더버터,서울특별시,인터넷신문,인터넷신문,김시원,김시원,,법인,전국,,(주)더버터,2024-02-22,(주)더버터,04521,"서울 중구 무교로 32, 5층 507호 (무교동, 효령빌딩)",02-3789-7861
23748,아55308,마일드경제,서울특별시,인터넷신문,인터넷신문,유경수,유경수,,개인,전국,,,2024-02-22,유경수(마일드경제),07331,"서울 영등포구 국제금융로6길 33, 919호 B833 (여의도동)",010-****-5456
23747,아00542,매거진 코리아,부산광역시,인터넷신문,인터넷신문,송아영,김지필,,단체,전국,,,2024-02-22,한국환경자격기술원,47600,부산 연제구 중앙대로1038번길 40 (연산동) 204동 1층 1호,070-8280-8225
23746,사00020,UN국회대학교,동작,기타간행물,연2회간,박규영,박규영,동서문화인쇄공사,개인,지역,,,2024-02-21,박규영,,"서울시 동작구 국사봉길 60, 201호",010-****-4592
23745,아53974,한경일보,경기도,인터넷신문,인터넷신문,김미나,송민수,,개인,전국,,,2024-02-21,김미나(한경일보),10466,"경기 고양시 덕양구 성사동 519-34, 3층",031-983-7780
23744,아53973,교회발전연구소,경기도,인터넷신문,인터넷신문,이능규,이능규,,개인,전국,,,2024-02-21,이능규(교회발전연구소),11956,경기 구리시 아천동 341-9,010-****-7147
23743,아53972,삼송케어 뉴스(samsongcare news),경기도,인터넷신문,인터넷신문,문주하,문주하,,개인,전국,,,2024-02-21,문주하(삼송케어 뉴스),10583,"경기 고양시 덕양구 삼송로221번길 16, 302호 (지축동, 한양플러스빌딩)",010-****-3708
23742,아00496,제일경제신문,광주광역시,인터넷신문,인터넷신문,김정란,김정란,,개인,전국,,,2024-02-21,제일경제신문,61746,"광주광역시 남구 노대실로 33, 507동 204호 (노대동, 송화마을휴먼시아)",062-362-5500
23741,아53969,소상공인복지신문,경기도,인터넷신문,인터넷신문,박노욱,박노욱,,개인,전국,,,2024-02-21,박노욱(소상공인),12919,"경기 하남시 미사강변대로 70 (풍산동, 해오름프라자), 6층 604-14호",010-****-1724
23740,아53970,헬스라이프헤럴드,경기도,인터넷신문,인터넷신문,나지홍,나지홍,,법인,전국,,주식회사 메이븐크리에이티브,2024-02-21,주식회사 메이븐크리에이티브,13596,"경기 성남시 분당구 백현로 100 (정자동, 정자아이파크), 2001호",070-8890-5652
23739,아53971,온필라테스동백백현점,경기도,인터넷신문,인터넷신문,하준석,하준석,,법인,지역,,주식회사 온핏(동백백현점),2024-02-21,주식회사 온핏(동백백현점),17003,"경기 용인시 기흥구 동백중앙로 352 (동백동, 신동백빌딩), 4층 401호",010-****-2759
23738,다00008,수원사랑케이팝,수원,정보간행물,주간,이순옥,이순옥,주식회사 진프로세스,법인,전국,,주식회사 지구시장한국학교,2024-02-21,주식회사 지구시장한국학교,16485,"경기 수원시 팔달구 중부대로170번길 17 (인계동, 수원 인계 푸르지오) 상가동 지1층 110호",010-****-1789
23737,라00037,하루 한 장 키즈신문,해운대,기타간행물,월간,이다희,이다희,비즈온프린팅,개인,지역,,,2024-02-20,이다희,48059,"부산 해운대구 센텀중앙로 48, 1304호 (우동, 에이스하이테크21)",070-8983-4078
23736,바00276,푸른 숲 건강 마을,강남,잡지,계간,황성주,최인선,SP,개인,전국,,,2024-02-20,꿈의발전소,06187,"서울 강남구 역삼로 552, 4층 (대치동, KM 빌딩)",010-****-3681
23735,아55307,라이프타임뉴스,서울특별시,인터넷신문,인터넷신문,이택호,박태훈,,개인,전국,,,2024-02-20,이택호(라이프타임뉴스),06502,"서울 서초구 신반포로3길 8, 비-173호 (반포동, 반포프라자)",02-535-8272
23734,아55306,연합포스트,서울특별시,인터넷신문,인터넷신문,최지영,안효종,,법인,전국,,(주)케이웰니스랩,2024-02-20,(주)케이웰니스랩,04054,"서울 마포구 와우산로 105, 5층-50A호 (서교동)",02-940-7297
23733,아53968,엘 용인동백뉴스,경기도,인터넷신문,인터넷신문,정지훈,정지훈,,개인,전국,,,2024-02-20,정지훈(엘 용인동백뉴스),17006,"경기 용인시 기흥구 동백3로11번길 12 (중동, 브릭스타워), 8층 801호 일부",010-****-3154
23732,아00630,전북e뉴스,전북특별자치도,인터넷신문,인터넷신문,홍문수,홍문수,,개인,지역,,,2024-02-20,전북e뉴스,54649,전북특별자치도 익산시 동서로7길 11-9 (신동),063-855-1874
23731,라00662,옻이랑 오에스바이오,영등포,잡지,월간,김종규,김종규,그린칼라(주),개인,전국,,,2024-02-19,김종규(오에스바이오),07250,"서울 영등포구 영중로 58, 4층 408호 (영등포동5가, 영성빌딩)",010-****-0726
23730,라00012,K-Game Database,나주,잡지,월간,박대훈,박대훈,"(주)디티피아,(주)디티피아",개인,전국,,,2024-02-19,박대훈,58217,전남 나주시 빛가람로747 빛가람메디컬빌딩 1동 208-6 에이20호,010-****-6353
23729,바00056,Re:move,성남,잡지,계간,김소연,김소연,(주)나눔프린팅,법인,지역,,주식회사 비파이브크루,2024-02-19,주식회사 비파이브크루,13487,"경기 성남시 분당구 대왕판교로645번길 12, 8층 알09호 (삼평동, 경기창조경제혁신센터)",031-215-0616
23728,아55303,SBS연예뉴스,서울특별시,인터넷신문,인터넷신문,김기헌,정인영,,법인,전국,,(주)에스비에스아이,2024-02-19,(주)에스비에스아이,07996,서울 양천구 목동서로 161 (목동),02-1577-1003
23727,아55302,SBS Star,서울특별시,인터넷신문,인터넷신문,김기헌,정인영,,법인,전국,,(주)에스비에스아이,2024-02-19,(주)에스비에스아이,07996,서울 양천구 목동서로 161 (목동),02-1577-1003
23726,아00549,한국ESG뉴스,충청남도,인터넷신문,인터넷신문,조규선,이철재,,단체,전국,,,2024-02-19,한국ESG과학회,31499,충남 아산시 배방읍 호서로79번길 20 호서대학교 아산캠퍼스 제1공학관 125호,010-****-2786
23725,아00548,뉴스홈(newshome),충청남도,인터넷신문,인터넷신문,이기용,한기섭,,법인,전국,,주식회사 뉴스홈(Newshome),2024-02-19,주식회사 뉴스홈(Newshome),32143,"충남 태안군 태안읍 동문3길 3, 2층 202호",041-673-5112
23724,아55301,논현일보,서울특별시,인터넷신문,인터넷신문,박상우,박상우,,법인,전국,,(주)더엠에프,2024-02-19,(주)더엠에프,06619,"서울 서초구 서초대로 396, 18층 1802-1호 (서초동, 강남빌딩)",02-6205-0936
23723,아55300,밈미디어,서울특별시,인터넷신문,인터넷신문,박상우,박상우,,법인,전국,,주식회사 피클컴퍼니,2024-02-19,주식회사 피클컴퍼니,06621,"서울 서초구 강남대로53길 8, 8-43호 (서초동, 스타크 강남빌딩)",010-****-0936
23722,아55299,뉴오토포스트,서울특별시,인터넷신문,인터넷신문,박상우,박상우,,법인,전국,,주식회사 패스트뷰,2024-02-19,주식회사 패스트뷰,06619,"서울 서초구 서초대로 396, 18층 1802호 (서초동, 강남빌딩)",02-1566-6301
